card_id,name,set,pack,image_url,lowest_price,market_price,highest_price
cd486499-4ec0-46c7-90d4-d55b69fb2d85,Pumpkaboo,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_040_std.jpg,,,
ae1f8082-503f-4212-83af-18e799fadc55,Gourgeist ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_041_std.jpg,,,
de95002d-4c7d-47e8-89dd-69aff8c1fa0c,Xerneas,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_042_std.jpg,,,
f7d908e0-409e-4fb0-a7ce-4de9583f6e3d,Sudowoodo,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_043_std.jpg,,,
962b9d34-c7e8-4e64-8b04-ebaf0e4c7f17,Phanpy,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_044_std.jpg,,,
2912f992-c4f6-4ab3-ba2c-d2d8189812cc,Donphan,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_045_std.jpg,,,
92214439-5544-4875-9257-9aef1b6909e9,Baltoy,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_046_std.jpg,,,
5fb8fac1-d421-416f-a32b-4e7cbcd08b87,Claydol,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_047_std.jpg,,,
5ca8198f-e32b-487d-bfb4-caacd356f010,Mega Gallade ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_048_std.jpg,,,
a07a550f-f79b-445b-ad1f-a3697b72e25c,Zubat,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_049_std.jpg,,,
8d0d7f0d-40d9-45a9-b5d4-b0cc3d456edf,Golbat,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_050_std.jpg,,,
2d5a900b-7dfe-4f82-b785-2e9bb3f4cb17,Crobat,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_051_std.jpg,,,
cab66ba7-b074-4b24-83c4-ddbf7f9e8e04,Qwilfish,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_052_std.jpg,,,
b47283c5-1628-40ff-83f3-bfc8065ce74d,Stunky,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_053_std.jpg,,,
6b2eea2f-7006-41db-a7de-b0ea0f5b1ff1,Skuntank,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_054_std.jpg,,,
ea1fc944-c073-497b-a7c2-ee19c49e065d,Krookodile ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_055_std.jpg,,,
d37cbc8a-cb31-46e5-ae3c-24170c897ef0,Trubbish,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_056_std.jpg,,,
fad72615-fc87-427b-b70c-27ab4c5244ca,Garbodor,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_057_std.jpg,,,
61aa05ad-5038-4d4e-a4d5-cb8b2fe9eda8,Skrelp,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_058_std.jpg,,,
31654f92-8f62-465f-83d4-e5db7fa8a0d3,Beldum,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_059_std.jpg,,,
9a326c53-06aa-4afe-b92d-621508cf2fd2,Metang,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_060_std.jpg,,,
ffd09801-7b99-4b99-b1c0-a401f71d1f19,Metagross,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_061_std.jpg,,,
95f9bb29-aafd-47ca-b19a-adb022c55d68,Ferroseed,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_062_std.jpg,,,
0b9f0be2-aa33-4fcd-97fc-3f7ad564ad84,Ferrothorn,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_063_std.jpg,,,
ea0ae850-df1b-426d-906e-bad452a4508d,Cobalion ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_064_std.jpg,,,
62e98783-0b7d-4c44-8c96-08da38cafb5c,Mega Dragalge ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_065_std.jpg,,,
64b9367d-2c3e-49d5-a281-83366f06cca5,Goomy,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_066_std.jpg,,,
6e294553-c03f-4f16-b52d-fd013d5058f4,Sliggoo,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_067_std.jpg,,,
98db76c2-b5b0-44be-8d31-50be7f59ff82,Goodra,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_068_std.jpg,,,
66b0d3f7-53ff-4ff4-adea-11d69e6adecd,Tauros,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_069_std.jpg,,,
0bcedaad-b159-4741-b774-396e535d3bb7,Patrat,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_070_std.jpg,,,
4562556d-0c55-49fd-9461-f256dc8dcab7,Watchog,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_071_std.jpg,,,
94699bb8-2193-41d2-ad56-90cd241cd183,Minccino,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_072_std.jpg,,,
54fce3b6-8072-4784-8a4e-e8ab51b4e0bc,Cinccino ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_073_std.jpg,,,
719f9287-719f-46f1-8f3d-973c2e9cd537,Adversity Policy,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_074_std.jpg,,,
c245a42c-5a77-4053-8859-eb2c0e04f724,Ange Floette,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_075_std.jpg,,,
f92dde06-649c-4027-93fc-2c2e97f05231,AZ’s Tranquility,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_076_std.jpg,,,
8f777baf-fe81-4c76-8e80-28648647cc88,Emma,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_077_std.jpg,,,
3703fb14-3a94-4e6a-a8e4-a4ed11aa988f,Great Haul Net,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_078_std.jpg,,,
e9ac1105-1d4f-4be6-976e-7d5c06cc9738,Philippe,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_079_std.jpg,,,
77a24e04-671b-4301-a874-18ca89c6da93,Prism Tower,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_080_std.jpg,,,
90ffc156-53be-43e3-8fcb-6b9534078a58,Roxie’s Performance,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_081_std.jpg,,,
49aa8317-ccdf-49a7-af45-1e58bcf44170,Special Red Card,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_082_std.jpg,,,
243e375b-ab2b-45c0-a7e3-2b5fe67fe2cd,Transformation Tome,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_083_std.jpg,,,
db1a2762-360c-4ca3-a5af-8aa519c97407,Bubbly {W} Energy,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_084_std.jpg,,,
c4f1df09-4ddd-47f8-bdff-1ad28313ca84,Magnetic {M} Energy,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_085_std.jpg,,,
52eec903-c0e6-443f-b144-6d37135d6ffb,Nitro {R} Energy,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_086_std.jpg,,,
d545ac69-bb1d-46fb-8de6-3108c2845e1f,Chespin,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_087_std.jpg,,,
ba546334-07b0-41d3-ae67-9d6b0e7adf05,Froakie,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_088_std.jpg,,,
c7b0db81-3b5a-4165-b375-df24efcbed44,Frogadier,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_089_std.jpg,,,
09c7604f-b3cd-4d75-aa70-e671ef96430d,Ampharos,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_090_std.jpg,,,
3dc90d4b-aff8-462c-bac2-5a19c16eb2f0,Xerneas,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_091_std.jpg,,,
5a6ab00e-edbd-4704-b695-f5b016fa776c,Claydol,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_092_std.jpg,,,
b99458ab-0750-4c58-b156-59e28e6660ab,Crobat,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_093_std.jpg,,,
1a73921e-8995-472b-9634-32743c1a5b56,Metang,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_094_std.jpg,,,
71242466-5a9d-4cbf-aec4-a3fb727f77b5,Sliggoo,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_095_std.jpg,,,
b15c0e80-f486-4a95-ac4f-6884e09dc8ed,Tauros,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_096_std.jpg,,,
b5187b0d-2865-418c-affb-c4114cb93136,Watchog,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_097_std.jpg,,,
615006d3-b6cf-4e55-ba15-731cd4a4f0ce,Beedrill ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_098_std.jpg,,,
784041a1-9c6f-4b1f-94fe-67ec86a1c65d,Mega Pyroar ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_099_std.jpg,,,
a37f51cc-0037-4571-a315-e776c0935e2d,Mega Greninja ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_100_std.jpg,,,
96bb575b-7552-42f9-8a3c-1b8f2dd9ee63,Mega Floette ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_101_std.jpg,,,
06303300-65a9-44ea-8b5c-dd5a2e4406bf,Gourgeist ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_102_std.jpg,,,
088507f9-6423-4861-934e-278e6da48396,Cobalion ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_103_std.jpg,,,
74e3d20e-9853-475f-a93b-48c62a2d3487,Mega Dragalge ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_104_std.jpg,,,
5a80e06a-4a97-42b8-803e-05dcfafffc13,Cinccino ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_105_std.jpg,,,
f21ee776-d59e-45e4-b2b6-b21cd6ce3a47,AZ’s Tranquility,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_106_std.jpg,,,
f98e722c-5114-444d-855c-662977ac15b3,Emma,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_107_std.jpg,,,
76713bc5-41d6-4c66-9008-e5dffe01f605,Energy Retrieval,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_108_std.jpg,,,
4f4e9437-0ca5-4446-8029-686366e78a91,Jumbo Ice Cream,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_109_std.jpg,,,
b169ba7c-6a3b-4d05-b453-ffd5f19b0c3f,Philippe,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_110_std.jpg,,,
b2366667-5efb-4063-b5b0-b4c8fb1f2747,Prism Tower,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_111_std.jpg,,,
18d71710-d78c-4417-af92-a8e003864fb6,Roxie’s Performance,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_112_std.jpg,,,
440426e9-fa30-4588-999a-f0c275a0c574,Special Red Card,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_113_std.jpg,,,
0f3ddc81-e5c1-4b86-8735-f30ebd9e89b8,Surfing Beach,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_114_std.jpg,,,
a5805e77-0dfb-4344-8e40-c49f5f2a0ad1,Tool Scrapper,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_115_std.jpg,,,
4c0b41c8-56fc-4529-9f2b-d9a93dbfdc36,Mega Greninja ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_116_std.jpg,,,
6ce93c9d-ce10-4a72-bdaf-a3c161bb1f67,Mega Floette ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_117_std.jpg,,,
89da6fdc-5756-490b-aed4-2f7c11d716ab,Mega Dragalge ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_118_std.jpg,,,
30e1304f-69ef-4266-8758-a64418c310e1,Cinccino ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_119_std.jpg,,,
f6a7e64f-47fd-4e21-8988-847575a2c3a3,AZ’s Tranquility,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_120_std.jpg,,,
d90907ae-4848-4ac5-99d3-dd9517214992,Roxie’s Performance,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_121_std.jpg,,,
e5b4efc5-704a-4c47-8f34-aabc398404dc,Mega Greninja ex,Mega Evolution,Chaos Rising (CRI),https://pkmncards.com/wp-content/uploads/me4_en_122_std.jpg,,,
4af01b3f-dec9-4a7e-b2aa-fb370a61b16f,Spinarak,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_001_std.jpg,,,
9cfe644c-1c49-4a6a-893f-0987b4f48da4,Ariados,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_002_std.jpg,,,
341db246-1cdb-4000-955b-79e9d6e2d7ba,Shaymin,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_003_std.jpg,,,
dd0f7c44-f4ca-47d3-87e3-11620e504fe2,Snivy,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_004_std.jpg,,,
577607ea-000f-4abc-be44-63661c78e2ee,Servine,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_005_std.jpg,,,
01487b57-4723-4fd3-b1dc-fdbf155d4613,Serperior,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_006_std.jpg,,,
7e4afa36-0904-4535-bbd2-d618780092b0,Scatterbug,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_007_std.jpg,,,
62843c8b-5b0a-4997-b61f-734f030bde27,Spewpa,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_008_std.jpg,,,
1a6562ff-e93e-4701-b0c6-fa04d0b5ce02,Vivillon,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_009_std.jpg,,,
2b00c641-2011-4d3a-a859-7701a4d7ddde,Rowlet,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_010_std.jpg,,,
d8b9e39c-d5fd-4b8b-9e63-7e585c416bc2,Dartrix,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_011_std.jpg,,,
140ed984-ff0e-426c-8f58-4484e6f6406c,Decidueye ex,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_012_std.jpg,,,
49afabed-6523-4879-ad59-b5aad8e1531f,Fletchinder,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_013_std.jpg,,,
45374f80-e8f3-424b-92fd-69cf5e1a05c0,Talonflame,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_014_std.jpg,,,
71364ea1-8ceb-45cc-9fe9-d05f00840410,Salandit,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_015_std.jpg,,,
f4419a53-9d3d-48cd-b82a-4645568baca5,Salazzle ex,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_016_std.jpg,,,
ce2ff063-2297-48c3-867d-b69a46897f5c,Turtonator,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_017_std.jpg,,,
a7a1f58e-6009-409c-8955-5debb8f2798d,Seel,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_018_std.jpg,,,
b58f8ca0-a8cb-44bf-b34a-e28cea4b7d5d,Dewgong,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_019_std.jpg,,,
1dd93411-4d88-4827-aa8d-a926069a6cda,Staryu,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_020_std.jpg,,,
e0c65b1e-3dd8-4a6f-9a87-3368b36d07e4,Mega Starmie ex,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_021_std.jpg,,,
f8831c9e-9e4d-491a-b831-a99b712287f1,Lapras ex,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_022_std.jpg,,,
43fdbdca-d40a-49ef-8be6-1de5eabe34fd,Amaura,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_023_std.jpg,,,
096975f4-0016-4068-b0d0-7f65ab62a3eb,Aurorus,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_024_std.jpg,,,
29d7bb02-c786-4e11-9efd-5ecd25edf50e,Volcanion,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_025_std.jpg,,,
606cc0ae-6223-4c63-b95b-0739b8323ae9,Shinx,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_026_std.jpg,,,
bbec6a12-1b7a-4e3b-8f67-87222c5c02c4,Luxio,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_027_std.jpg,,,
d12e3f4c-f474-487e-9195-5224094ae374,Luxray,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_028_std.jpg,,,
9442254f-c534-4ce2-8733-1b787a750328,Dedenne,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_029_std.jpg,,,
f8ba36bb-3acd-44be-bc02-5bd479ab05dd,Clefairy,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_030_std.jpg,,,
0815b001-7a45-47b4-9a98-d6b2d98dd47e,Mega Clefable ex,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_031_std.jpg,,,
cf49364e-c37e-4cce-a484-553a0d02e278,Mawile,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_032_std.jpg,,,
e10d4099-fce1-43a5-bc4a-ef72227e9e02,Espurr,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_033_std.jpg,,,
759a2b55-20d8-4281-9f37-1693b3adbe7c,Meowstic,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_034_std.jpg,,,
44cafb9c-02a0-4373-bafc-2fc0c63dbc75,Spritzee,Mega Evolution,Perfect Order (POR),https://pkmncards.com/wp-content/uploads/me3_en_035_std.jpg,,,
